document_id,title
4979184,Transdifferentiation of glioblastoma cells into vascular endothelial cells.
4993011,Ribosomal DNA copy loss and repeat instability in ATRX-mutated cancers
4999387,Combining indoor residual spraying and insecticide-treated nets for malaria control in Africa: a review of possible outcomes and an outline of suggestions for the future
4999633,Membrane estrogen receptor-α levels in MCF-7 breast cancer cells predict cAMP and proliferation responses
5002665,The embryonic cell lineage of the nematode Caenorhabditis elegans.
5003144,Self-Reactive B Cells in the Germinal Center Reaction.
5035827,Chronic inflammation (inflammaging) and its potential contribution to age-associated diseases.
5035851,Cryptochromes Enabling Plants and Animals to Determine Circadian Time
5085118,Neural crest-derived stem cells migrate and differentiate into cardiomyocytes after myocardial infarction.
5094468,Mitochondria as sensors and regulators of calcium signalling
5099266,Caspase-11 promotes the fusion of phagosomes harboring pathogenic bacteria with lysosomes by modulating actin polymerization.
5106691,Adipocyte inflammation is essential for healthy adipose tissue expansion and remodeling.
5107861,Chronic variable stress activates hematopoietic stem cells
5108807,CNTF reverses obesity-induced insulin resistance by activating skeletal muscle AMPK
5114282,The Global Spread of Hepatitis C Virus 1a and 1b: A Phylodynamic and Phylogeographic Analysis
5114940,Pharmacological interventions for smoking cessation: an overview and network meta-analysis.
5116145,A library of yeast transcription factor motifs reveals a widespread function for Rsc3 in targeting nucleosome exclusion at promoters.
5123516,EphA3 maintains tumorigenicity and is a therapeutic target in glioblastoma multiforme.
5132358,Chimeric antigen receptor-modified T cells for acute lymphoid leukemia.
5132461,Extended-connectivity fingerprints.
5137019,Suppressor of cytokine signaling 3 inhibits antiviral IFN-beta signaling to enhance HIV-1 replication in macrophages.
5144381,Molecular model of the human 26S proteasome.
5145974,Urinary bisphenol A concentrations and early reproductive health outcomes among women undergoing IVF.
5151024,Cost-effectiveness of options for the diagnosis of high blood pressure in primary care: a modelling study.
5152028,Folic acid improves endothelial function in coronary artery disease via mechanisms largely independent of homocysteine lowering.
5172048,Focal adhesion kinase links mechanical force to skin fibrosis via inflammatory signaling
5185871,"Prognostic Accuracy of the SOFA Score, SIRS Criteria, and qSOFA Score for In-Hospital Mortality Among Adults With Suspected Infection Admitted to the Intensive Care Unit"
5222182,Predictors of mammographic density: insights gained from a novel regression analysis of a twin study.
5223817,Shaping the landscape of the Escherichia coli chromosome: replication-transcription encounters in cells with an ectopic replication origin
5236443,Epithelial–mesenchymal transitions in tumour progression
5238341,"Platelets at the interface of thrombosis, inflammation, and cancer."
5252837,Cellular roles of DNA topoisomerases: a molecular perspective
5253987,MicroRNA sponges: progress and possibilities.
5254463,Wip1 phosphatase regulates p53-dependent apoptosis of stem cells and tumorigenesis in the mouse intestine.
5254741,The shunt problem: control of functional shunting in normal and tumour vasculature
5256564,Pharmacological Blockade of ASCT2-dependent Glutamine Transport Leads To Anti-tumor Efficacy in Preclinical Models
5260382,An Antidepressant Decreases CSF Aβ Production in Healthy Individuals and in Transgenic AD Mice
5262240,Variations in the quality and sustainability of long-term glycaemic control with continuous subcutaneous insulin infusion.
5266423,Historical review: megakaryopoiesis and thrombopoiesis.
5268462,"Obesity and Its Metabolic Complications: The Role of Adipokines and the Relationship between Obesity, Inflammation, Insulin Resistance, Dyslipidemia and Nonalcoholic Fatty Liver Disease"
5270265,"Combating trastuzumab resistance by targeting SRC, a common node downstream of multiple resistance pathways"
5271210,"MicroRNAs: new tools for diagnosis, prognosis, and therapy in hepatocellular carcinoma?"
5273056,"A vertebrate gene, ticrr, is an essential checkpoint and replication regulator."
5278233,A maternally methylated CpG island in KvLQT1 is associated with an antisense paternal transcript and loss of imprinting in Beckwith-Wiedemann syndrome.
5284188,Alarming levels of drug-resistant tuberculosis in Belarus: results of a survey in Minsk
5289038,Partitioning regulatory mechanisms of within-host malaria dynamics using the effective propagation number.
5293024,Life is sweet: candy consumption and longevity.
5304891,Inter-individual variability and genetic influences on cytokine responses to bacteria and fungi
5321708,Integrins promote cytokinesis through the RSK signaling axis.
5323845,Sympathetic neural mechanisms in normal and hypertensive pregnancy in humans.
5339554,Barriers to recruiting urban African American women into research studies in community settings.
5372432,Geographical access to healthcare in Northern England and post-mortem diagnosis of cancer.
5372773,Enhanced monocyte Fc phagocytosis by a homologue of interleukin-10 encoded by human cytomegalovirus.
5373138,3D Chromosome Regulatory Landscape of Human Pluripotent Cells.
5377059,Functional analysis via standardized whole-blood stimulation systems defines the boundaries of a healthy immune response to complex stimuli.
5377642,SATB1 Expression Governs Epigenetic Repression of PD‐1 in Tumor‐Reactive T Cells
5386514,Activation of the NLRP3 inflammasome in dendritic cells induces IL-1β–dependent adaptive immunity against tumors
5389095,Mfge8 promotes obesity by mediating the uptake of dietary fats and serum fatty acids
5389523,RAD52 Facilitates Mitotic DNA Synthesis Following Replication Stress.
5395426,Excitotoxic brain injury in adult zebrafish stimulates neurogenesis and long-distance neuronal integration.
5398179,Germinal Center T Follicular Helper Cells Are Highly Permissive to HIV-1 and Alter Their Phenotype during Virus Replication.
5402581,Risk of death with atypical antipsychotic drug treatment for dementia: meta-analysis of randomized placebo-controlled trials.
5403286,"PI3K in cancer: divergent roles of isoforms, modes of activation and therapeutic targeting"
5406411,Amphiregulin enhances regulatory T cell-suppressive function via the epidermal growth factor receptor.
5409325,Gonadotrope-specific deletion of Dicer results in severely suppressed gonadotropins and fertility defects.
5409905,Sequential histone-modifying activities determine the robustness of transdifferentiation
5415832,Normal and leukemic stem cell niches: insights and therapeutic opportunities.
5431268,Role of common hypnotics on the phenotypic causes of obstructive sleep apnoea: paradoxical effects of zolpidem.
5433667,Clinical human papillomavirus detection forecasts cervical cancer risk in women over 18 years of follow-up.
5436081,MG53 nucleates assembly of cell membrane repair machinery
5448119,"A large-scale replication study identifies TNIP1, PRDM1, JAZF1, UHRF1BP1 and IL10 as risk loci for systemic lupus erythematosus"
5468807,ARID1A-mutated ovarian cancers depend on HDAC6 activity
5473074,Solution NMR structure of the TatA component of the twin-arginine protein transport system from gram-positive bacterium Bacillus subtilis.
5476778,Autoimmunity due to molecular mimicry as a cause of neurological disease
5483793,Altered recognition of antigen is a mechanism of CD8+ T cell tolerance in cancer
5484763,A new genetic subgroup of chronic granulomatous disease with autosomal recessive mutations in p40 phox and selective defects in neutrophil NADPH oxidase activity.
5487448,Birth weight and mammographic density among postmenopausal women in Sweden.
5492542,Oral ciclopirox olamine displays biological activity in a phase I study in patients with advanced hematologic malignancies.
5500086,Cancer cell–autonomous contribution of type I interferon signaling to the efficacy of chemotherapy
5503194,alphaE-catenin controls cerebral cortical size by regulating the hedgehog signaling pathway.
5508750,Molecular regulation of effector and memory T cell differentiation
5511240,Liver-resident macrophage necroptosis orchestrates type 1 microbicidal inflammation and type-2-mediated tissue repair during bacterial infection.
5519177,Gene regulation in the immune system by long noncoding RNAs
5531479,The Ly49Q receptor plays a crucial role in neutrophil polarization and migration by regulating raft trafficking.
5548081,Prevalence of Kaposi sarcoma-associated herpesvirus infection in homosexual men at beginning of and during the HIV epidemic.
5551138,Nortriptyline for smoking cessation: a review.
5556809,Emotion dysregulation in attention deficit hyperactivity disorder.
5558754,Use of serum C reactive protein and procalcitonin concentrations in addition to symptoms and signs to predict pneumonia in patients presenting to primary care with acute cough: diagnostic study
5560962,Somatic Mutations of the Immunoglobulin Framework Are Generally Required for Broad and Potent HIV-1 Neutralization
5567005,Etiology of type 1 diabetes.
5567223,Plasticity of epithelial stem cells in tissue regeneration
5572127,Atm-deficient mice exhibit increased sensitivity to dextran sulfate sodium-induced colitis characterized by elevated DNA damage and persistent immune activation.
5573975,Activin–like kinase–3 activity is important for kidney regeneration and reversal of fibrosis
5579368,COHCAP: an integrative genomic pipeline for single-nucleotide resolution DNA methylation analysis
5586392,Subgrouping of patients with neuropathic pain according to pain-related sensory abnormalities: a first step to a stratified treatment approach.
5596332,The Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3).
5597586,Stem cell transplantation in patients with autonomic neuropathy due to primary (AL) amyloidosis.
5612738,MicroRNA-148a regulates LDL receptor and ABCA1 expression to control circulating lipoprotein levels
5633876,BRACHYURY and CDX2 Mediate BMP-Induced Differentiation of Human and Mouse Pluripotent Stem Cells into Embryonic and Extraembryonic Lineages
5633957,"Degradation of Cellular miR-27 by a Novel, Highly Abundant Viral Transcript Is Important for Efficient Virus Replication In Vivo"
5641851,Social and geographical factors affecting access to treatment of colorectal cancer: a cancer registry study
5649538,Development of candidate genomic markers to select breast cancer patients for dasatinib therapy.
5650232,BEDTools: a flexible suite of utilities for comparing genomic features
5687200,Vegetarian diet improves insulin resistance and oxidative stress markers more than conventional diet in subjects with Type 2 diabetes
5691302,Antidepressant use and risk of adverse outcomes in older people: population based cohort study
5698494,The benefits of statins in people without established cardiovascular disease but with cardiovascular risk factors: meta-analysis of randomised controlled trials
5700349,Mechanical coupling between transsynaptic N-cadherin adhesions and actin flow stabilizes dendritic spines
5702790,"Phosphate and R2D2 restrict the substrate specificity of Dicer-2, an ATP-driven ribonuclease."
5704562,Therapeutic potential of mood stabilizers lithium and valproic acid: beyond bipolar disorder.
5710820,The feasibility of malaria elimination in South Africa
5735492,The epidemiology of sexually transmitted co-infections in HIV-positive and HIV-negative African-Caribbean women in Toronto
5752492,Characterization of Programmed Death-1 Homologue-1 (PD-1H) Expression and Function in Normal and HIV Infected Individuals
5760247,A conserved mechanism for centromeric nucleosome recognition by centromere protein CENP-C.
5764562,Chemical tools for biomolecular imaging.
5765455,"Reactive oxygen species, DNA damage, and error-prone repair: a model for genomic instability with progression in myeloid leukemia?"
5774746,"A link between inflammation and metastasis: serum amyloid A1 and A3 induce metastasis, and are targets of metastasis-inducing S100A4"
5775033,Pyruvate dehydrogenase activity and acetyl group accumulation during exercise after different diets.
5782614,Clonal hematopoiesis of indeterminate potential and its distinction from myelodysplastic syndromes.
5783785,DNA Methylation mediated down-regulating of MicroRNA-33b and its role in gastric cancer
5785219,Modulation of glucose metabolism in macrophages by products of nitric oxide synthase.
5798227,SOCS1/JAB is a negative regulator of LPS-induced macrophage activation.
5800138,Bacteria-triggered CD4+ T Regulatory Cells Suppress Helicobacter hepaticus–induced Colitis
5811042,The NLRP12 Sensor Negatively Regulates Autoinflammatory Disease by Modulating Interleukin-4 Production in T Cells.
5821617,Shc coordinates signals from intercellular junctions and integrins to regulate flow-induced inflammation
5824955,SIRT1 Redistribution on Chromatin Promotes Genomic Stability but Alters Gene Expression during Aging
5824985,Bariatric Surgery in the United Kingdom: A Cohort Study of Weight Loss and Clinical Outcomes in Routine Clinical Care.
5828251,Notch signalling acts in postmitotic avian myogenic cells to control MyoD activation.
5835149,Hepatitis C virus infection in a large cohort of homosexually active men: independent associations with HIV-1 infection and injecting drug use but not sexual behaviour.
5838067,Analysis of human cytomegalovirus-encoded microRNA activity during infection.
5839365,"Anti-obesity drugs: past, present and future"
5849439,Cytochemical Analysis of Pollen Development in Wild-Type Arabidopsis and a Male-Sterile Mutant.
5850219,"Prevalence, risk factors, and uptake of interventions for sexually transmitted infections in Britain: findings from the National Surveys of Sexual Attitudes and Lifestyles (Natsal)"
5855168,Cancer Pharmacogenomics and Pharmacoepidemiology: Setting a Research Agenda to Accelerate Translation
5860364,Differential transcription of the orphan receptor RORbeta in nuclear extracts derived from Neuro2A and HeLa cells.
5864770,"Estrogens, progestogens, normal breast cell proliferation, and breast cancer risk."
5867846,Analysis of the interaction of primate retroviruses with the human RNA interference machinery.
5884524,Impact of diabetes on long-term prognosis in patients with unstable angina and non-Q-wave myocardial infarction: results of the OASIS (Organization to Assess Strategies for Ischemic Syndromes) Registry.
5885376,Strain improvement by metabolic engineering: lysine production as a case study for systems biology.
5912283,Cognitive behavioral therapy vs zopiclone for treatment of chronic primary insomnia in older adults: a randomized controlled trial.
5914739,Local changes in lipid environment of TCR microclusters regulate membrane binding by the CD3ε cytoplasmic domain
5921065,Humans and great apes share a large frontal cortex
5922085,Virus-Plus-Susceptibility Gene Interaction Determines Crohn's Disease Gene Atg16L1 Phenotypes in Intestine
5927534,CaMKII Triggers the Diffusional Trapping of Surface AMPARs through Phosphorylation of Stargazin
5935987,"Epigenetics in diabetic nephropathy, immunity and metabolism"
5939172,Drinking pattern and mortality: the Italian Risk Factor and Life Expectancy pooling project.
5944514,Pointing in the right direction: new developments in the field of planar cell polarity
5953485,ADAR1 Forms a Complex with Dicer to Promote MicroRNA Processing and RNA-Induced Gene Silencing
5956016,Interchangeability of Biosimilars: A European Perspective
5956380,Exome sequencing identifies somatic gain-of-function PPM1D mutations in brainstem gliomas
5966635,Crystal structure of a nucleosome core particle containing the variant histone H2A.Z
5979056,Dendritic Cell KLF2 Expression Regulates T Cell Activation and Proatherogenic Immune Responses.
5991309,Targeting tumor-necrosis factor receptor pathways for tumor immunotherapy
5993745,Plasma soluble corin in patients with heart failure.
6000423,The NLRP3 inflammasome functions as a driver of the myelodysplastic syndrome phenotype.
6036535,Structural Brain Correlates Associated with Professional Handball Playing
6040392,The role of epigenetics in aging and age-related diseases
6042706,Effects of a high-fat diet exposure in utero on the metabolic syndrome-like phenomenon in mouse offspring through epigenetic changes in adipocytokine gene expression.
6054657,Highly efficient miRNA-mediated reprogramming of mouse and human somatic cells to pluripotency.
6057195,Unmet needs and depression among carers of people newly diagnosed with cancer.
6061927,Glucose Sensing in L Cells: A Primary Cell Study
6070278,Total atherosclerotic burden by whole body magnetic resonance angiography predicts major adverse cardiovascular events.
6076903,Regulation of ADMP and BMP2/4/7 at Opposite Embryonic Poles Generates a Self-Regulating Morphogenetic Field
6077214,Genetic control of mosquitoes.
6078882,Colorectal Cancers from Distinct Ancestral Populations Show Variations in BRAF Mutation Frequency
6079486,Direct neuronal reprogramming: learning from and for development.
6082738,Cell fusion hypothesis of the cancer stem cell.
6083952,Antidepressant fluoxetine enhances glucocorticoid receptor function in vitro by modulating membrane steroid transporters.
6085365,Physician knowledge levels and barriers to coronary risk prevention in women: survey results from the Women and Heart Disease Physician Education Initiative.
6106004,Separation of mother and daughter cells.
6108481,Postnatal development of adipocyte cellularity in the normal rat.
6112053,Withdrawal Symptoms after Selective Serotonin Reuptake Inhibitor Discontinuation: A Systematic Review
6121555,Sphingosine Kinase 1 Regulates the Akt/FOXO3a/Bim Pathway and Contributes to Apoptosis Resistance in Glioma Cells
6121668,COX-2 and survivin are overexpressed and positively correlated in endometrial carcinoma.
6123521,Structural plasticity of the adult brain: how animal models help us understand brain changes in depression and systemic disorders related to depression
6123924,CCR7 provides localized access to IL-2 and defines homeostatically distinct regulatory T cell subsets
6128334,Assessing sequence comparison methods with reliable structurally identified distant evolutionary relationships.
6129301,Evaluation of a mental health outreach service for homeless families.
6137330,"Evaluation of individuals with pulmonary nodules: when is it lung cancer? Diagnosis and management of lung cancer, 3rd ed: American College of Chest Physicians evidence-based clinical practice guidelines."
6144337,"AgDscam, a Hypervariable Immunoglobulin Domain-Containing Receptor of the       Anopheles gambiae Innate Immune System     "
6144969,Enterovirus-induced gene expression profile is critical for human pancreatic islet destruction
6148876,Islet1 derivatives in the heart are of both neural crest and second heart field origin.
6153754,Review of the secondary injury theory of acute spinal cord trauma with emphasis on vascular mechanisms.
6157371,Chronophin mediates an ATP-sensing mechanism for cofilin dephosphorylation and neuronal cofilin-actin rod formation.
6157837,Renal considerations in angiotensin converting enzyme inhibitor therapy: a statement for healthcare professionals from the Council on the Kidney in Cardiovascular Disease and the Council for High Blood Pressure Research of the American Heart Association.
6158879,Greater clinical benefit of more intensive oral antiplatelet therapy with prasugrel in patients with diabetes mellitus in the trial to assess improvement in therapeutic outcomes by optimizing platelet inhibition with prasugrel-Thrombolysis in Myocardial Infarction 38.
6163801,Kinetics of early T cell receptor signaling regulate the pathway of lytic granule delivery to the secretory domain.
6171953,Sirtuin-1 is a nutrient-dependent modulator of inflammation
6173523,A culture-independent sequence-based metagenomics approach to the investigation of an outbreak of Shiga-toxigenic Escherichia coli O104:H4.
6176498,Biomarkers of endothelial dysfunction and risk of type 2 diabetes mellitus.
6182947,Nrf2 protects human alveolar epithelial cells against injury induced by influenza A virus
6190603,Dynamics in the plasma membrane: how to combine fluidity and order.
6191684,"Management of chronic tension-type headache with tricyclic antidepressant medication, stress management therapy, and their combination: a randomized controlled trial."
6202834,Maximum likelihood estimates of species trees: how accuracy of phylogenetic inference depends upon the divergence history and sampling design.
6207111,"Relationship of soft drink consumption to global overweight, obesity, and diabetes: a cross-national analysis of 75 countries."
6209599,Extensive translation of circular RNAs driven by N6-methyladenosine
6212802,Simvastatin reduces CD40 expression in an experimental model of early arterialization of saphenous vein graft.
6219790,Cancer Cell Membrane-Coated Nanoparticles for Anticancer Vaccination and Drug Delivery
6227220,Autophagy deficiency leads to protection from obesity and insulin resistance by inducing Fgf21 as a mitokine
6250701,Laboratory prediction of the requirement for renal replacement in acute falciparum malaria
6251620,Antineutrophil cytoplasmic antibodies (ANCA).
6259170,Emerging functional cross-talk between the Keap1-Nrf2 system and mitochondria
6264468,Regulation of pluripotency by RNA binding proteins.
6268106,The ubiquitin ligase Drosophila Mind bomb promotes Notch signaling by regulating the localization and activity of Serrate and Delta.
6270720,Myeloid differentiation factor-88/interleukin-1 signaling controls cardiac fibrosis and heart failure progression in inflammatory dilated cardiomyopathy.
6277638,Mechanisms of Life Span Extension by Rapamycin in the Fruit Fly Drosophila melanogaster
6280907,Conversion of vascular endothelial cells into multipotent stem-like cells
6285534,"miR-302 Is Required for Timing of Neural Differentiation, Neural Tube Closure, and Embryonic Viability"
6290112,Low copy number of the salivary amylase gene predisposes to obesity
6296189,"Loss, trauma, and human resilience: have we underestimated the human capacity to thrive after extremely aversive events?"
6308416,Role of boundary conditions in an experimental model of epithelial wound healing.
6309659,Reproductive period and risk of dementia in postmenopausal women.
6313547,Effects of growth hormone and insulin-like growth factor 1 deficiency on ageing and longevity.
6315132,KLF1-null neonates display hydrops fetalis and a deranged erythroid transcriptome.
6319826,Quantifying heterogeneity in a meta-analysis.
6323196,"Neurocognitive Development in Children Experiencing Intrauterine Growth Retardation and Born Small for Gestational Age: Pathological, Constitutional and Therapeutic Pathways"
6325527,Gpr124 is essential for blood–brain barrier integrity in central nervous system disease
6327940,"Vegan proteins may reduce risk of cancer, obesity, and cardiovascular disease by promoting increased glucagon activity."
6333347,AIR-2: An Aurora/Ipl1-related Protein Kinase Associated with Chromosomes and Midbody Microtubules Is  Required for Polar Body Extrusion and Cytokinesis  in Caenorhabditis elegans Embryos 
6334188,History of chronic comorbidity and risk of chemotherapy-induced febrile neutropenia in cancer patients not receiving G-CSF prophylaxis.
6363093,Glioblastoma Subclasses Can Be Defined by Activity among Signal Transduction Pathways and Associated Genomic Alterations
6368017,Loss of sex discrimination and male-male aggression in mice deficient for TRP2.
6372244,Antibiotic-induced shifts in the mouse gut microbiome and metabolome increase susceptibility to Clostridium difficile infection
6374918,Chemosensitization of acute myeloid leukemia (AML) following mobilization by the CXCR4 antagonist AMD3100.
6386930,Insights into G-quadruplex specific recognition by the DEAH-box helicase RHAU: Solution structure of a peptide-quadruplex complex.
6387956,IQ and non-clinical psychotic symptoms in 12-year-olds: results  from the ALSPAC birth cohort
6397191,Endothelin-1 is induced by cytokines in human vascular smooth muscle cells: evidence for intracellular endothelin-converting enzyme.
6401675,Transposable elements have rewired the core regulatory network of human embryonic stem cells
6404801,Cytomegalovirus microRNAs Facilitate Persistent Virus Infection in Salivary Glands
6407356,Coxibs and other nonsteroidal anti-inflammatory drugs in animal models of cancer chemoprevention.
6415816,The porphyrias: advances in diagnosis and treatment.
6417632,Neutrophilic infiltration within the airway smooth muscle in patients with COPD.
6421734,Characteristics of service users and provider organisations associated with experience of out of hours general practitioner care in England: population based cross sectional postal questionnaire survey.
6421792,Activating mutations in the NT5C2 nucleotidase gene drive chemotherapy resistance in relapsed ALL
6422576,Ubiquitin-dependent protein degradation.
6426919,A novel molecular mechanism of dual resistance to nucleoside and nonnucleoside reverse transcriptase inhibitors.
6431384,Location Coding by Opponent Neural Populations in the Auditory Cortex
6441369,MLL1 Inhibition Reprograms Epiblast Stem Cells to Naive Pluripotency.
6446747,MafB/c-Maf deficiency enables self-renewal of differentiated functional macrophages.
6454371,Macropinocytosis: an endocytic pathway for internalising large gulps.
6455142,KDM5B regulates embryonic stem cell self-renewal and represses cryptic intragenic transcription.
6472746,Increased CDK1 activity determines the timing of kinetochore-microtubule attachments in meiosis I
6477536,Discontinuation and non-publication of surgical randomised controlled trials: observational study
6477740,Efficient Generation of Fully Reprogrammed Human iPS Cells via Polycistronic Retroviral Vector and a New Cocktail of Chemical Compounds
6490571,"Prevalence, severity, and unmet need for treatment of mental disorders in the World Health Organization World Mental Health Surveys."
6491532,Successful '9-month Bangladesh regimen' for multidrug-resistant tuberculosis among over 500 consecutive patients.
6492658,A Null Mutation in Inositol Polyphosphate 4-Phosphatase Type I Causes Selective Neuronal Loss in Weeble Mutant Mice
6493422,The myeloid transcription factor KLF2 regulates the host response to polymicrobial infection and endotoxic shock.
6501747,PQBP1 Is a Proximal Sensor of the cGAS-Dependent Innate Response to HIV-1
6503185,Malaria biology and disease pathogenesis: insights for new treatments
6503534,Mutations among Italian mucopolysaccharidosis type I patients
6504953,Radiation-Related Cancer Risks at Low Doses among Atomic Bomb Survivors
6517267,Barriers and facilitators to implement shared decision making in multidisciplinary sciatica care: a qualitative study
6517763,Molecular characterization of long-term survivors of glioblastoma using genome- and transcriptome-wide profiling.
6525844,Impact of aortic stiffness on survival in end-stage renal disease.
6532806,An integrated database of genes responsive to the Myc oncogenic transcription factor: identification of direct genomic targets
6535392,siRNA specificity searching incorporating mismatch tolerance data.
6536598,The Ino80 chromatin-remodeling complex restores chromatin structure during UV DNA damage repair
6540064,Effects of PCSK9 Inhibition With Alirocumab on Lipoprotein Metabolism in Healthy Humans
6544701,A more efficient method to generate integration-free human iPS cells
6549091,"Permanent cardiac pacing versus medical treatment for the prevention of recurrent vasovagal syncope: a multicenter, randomized, controlled trial."
6550579,A central role for HER3 in HER2-amplified breast cancer: implications for targeted therapy.
6559201,Mechanisms of astrocytogenesis in the mammalian brain.
6559701,Regulation of the latent-lytic switch in Epstein-Barr virus.
6561200,Efficacy of HPV DNA testing with cytology triage and/or repeat HPV DNA testing in primary cervical cancer screening.
6565037,Extrasynaptic Glutamate Spillover in the Hippocampus: Dependence on Temperature and the Role of Active Glutamate Uptake
6580081,Molecular mechanisms of hepatic ischemia-reperfusion injury and preconditioning.
6588614,Characterization of a FGF19 Variant with Altered Receptor Specificity Revealed a Central Role for FGFR1c in the Regulation of Glucose Metabolism
6599693,Empirical verification of evolutionary theories of aging
6609935,Differential regulation of actin microfilaments by human MICAL proteins.
6625693,Suppression of inflammatory and neuropathic pain by uncoupling CRMP-2 from the presynaptic Ca2+ channel complex
6636088,Identification and characterization of a common set of complex I assembly intermediates in mitochondria from patients with complex I deficiency.
6647414,Leisure time physical activity and mortality: a detailed pooled analysis of the dose-response relationship.
6650933,Green tea polyphenol causes differential oxidative environments in tumor versus normal epithelial cells.
6669242,"Protein acetylation affects acetate metabolism, motility and acid stress response in Escherichia coli"
6670101,Ribosome biogenesis: Achilles heel of cancer?
6673421,Cell and molecular mechanisms of insulin-induced angiogenesis
6690087,Inhibition of mammalian target of rapamycin potentiates thrombin-induced intercellular adhesion molecule-1 expression by accelerating and stabilizing NF-kappa B activation in endothelial cells.
6710699,Homologous recombination resolution defect in werner syndrome.
6710713,Risk factors at medical school for subsequent professional misconduct: multicentre retrospective case-control study
6712836,"MiD49 and MiD51, new components of the mitochondrial fission machinery."
6717533,Maximal activation of transcription by statl and stat3 requires both tyrosine and serine phosphorylation
6718824,Protein restriction during pregnancy affects maternal liver lipid metabolism and fetal brain lipid composition in the rat.
6722522,Heparan sulfate proteoglycans mediate internalization and propagation of specific proteopathic seeds.
6723450,Effects of Bifidobacterium animalis administered during lactation on allergic and autoimmune responses in rodents.
6729465,Planar Cell Polarity Signaling Pathway in Congenital Heart Diseases
6748318,Cost-effectiveness of human papillomavirus vaccination and screening in Spain.
6751418,"Dosimetry and risk estimates of radioiodine therapy for large, multinodular goiters."
6766459,"RBM3 regulates temperature sensitive miR-142–5p and miR-143 (thermomiRs), which target immune genes and control fever"
6767133,Patient preferences and expectations for care: determinants in patients with lumbar intervertebral disc herniation.
6767271,Cord factor and peptidoglycan recapitulate the Th17-promoting adjuvant activity of mycobacteria through mincle/CARD9 signaling and the inflammasome.
6776834,OPA1 gene therapy prevents retinal ganglion cell loss in a Dominant Optic Atrophy mouse model
6784372,Multiple degradation pathways regulate versatile CIP/KIP CDK inhibitors.
6788835,Dislocation of a type I membrane protein requires interactions between membrane-spanning segments within the lipid bilayer.
6790197,Prostate cancer-associated gene expression alterations determined from needle biopsies.
6793674,Circulating trimethylamine N‐oxide and the risk of cardiovascular diseases: a systematic review and meta‐analysis of 11 prospective cohort studies
6796297,PDGF-BB secreted by preosteoclasts induces angiogenesis during coupling with osteogenesis
6807122,Discovery of endothelial to mesenchymal transition as a source for carcinoma-associated fibroblasts.
6812319,ERCC1 and MUS81–EME1 promote sister chromatid separation by processing late replication intermediates at common fragile sites during mitosis
6820680,Engineered RNA viral synthesis of microRNAs.
6826100,The developmental potential of iPSCs is greatly influenced by reprogramming factor selection.
6826636,GiardiaDB and TrichDB: integrated genomic resources for the eukaryotic protist pathogens Giardia lamblia and Trichomonas vaginalis
6828370,A coding-independent function of gene and pseudogene mRNAs regulates tumour biology
6836086,Identification of a Multicomponent Complex Required for Outer Membrane Biogenesis in Escherichia coli
6841927,Transtheoretical model-based multiple behavior intervention for weight management: effectiveness on a population basis.
6847208,Autoinduction and signal transduction in the regulation of staphylococcal virulence.
6853699,Macrophages in the Pathogenesis of Atherosclerosis
6863070,Three-dimensional superresolution colocalization of intracellular protein superstructures and the cell surface in live Caulobacter crescentus.
6876224,Overweight prevalence among youth in the United States: Why so many different numbers?
6896063,Senescence and aging: the critical roles of p53
6903077,Asymmetric cryo-EM reconstruction of phage MS2 reveals genome structure in situ
6910577,Harnessing transposons for cancer gene discovery
6913227,MicroRNA-Containing T-Regulatory-Cell-Derived Exosomes Suppress Pathogenic T Helper 1 Cells
6917133,Estimating risk curves for first-degree relatives of patients with Alzheimer’s disease: The REVEAL study
6923795,Up-regulation of endothelial nitric-oxide synthase by endothelium-derived hyperpolarizing factor involves mitogen-activated protein kinase and protein kinase C signaling pathways.
6923961,Prostaglandin E2 promotes intestinal tumor growth via DNA methylation
6936141,Nef is physically recruited into the immunological synapse and potentiates T cell activation early after TCR engagement.
6944800,Microenvironmental regulation of tumor progression and metastasis
6945285,Bezafibrate in men with lower extremity arterial disease: randomised controlled trial.
6945691,The modulation of human natural killer cell activity by prostaglandins.
6947286,Association analysis between anterior-pharynx defective-1 genes polymorphisms and Alzheimer's disease.
6948886,Dynamic epigenetic regulation of glioblastoma tumorigenicity through LSD1 modulation of MYC expression.
6955746,Auditory Cortex Tracks Both Auditory and Visual Stimulus Dynamics Using Low-Frequency Neuronal Phase Modulation
6957332,The diagnosis and management of gastro-oesophageal reflux in infants.
6961811,Increased sensitivity of antigen-experienced T cells through the enrichment of oligomeric T cell receptor complexes.
6962472,"G*Power 3: a flexible statistical power analysis program for the social, behavioral, and biomedical sciences."
6969753,Dynamic interactions of cortactin and membrane type 1 matrix metalloproteinase at invadopodia: defining the stages of invadopodia formation and function.
6974477,PEP-FOLD: an updated de novo structure prediction server for both linear and disulfide bonded cyclic peptides
6985854,Discrimination of speech stimuli based on neuronal response phase patterns depends on acoustics but not comprehension.
6993046,Breathing more with weaker respiratory muscles in pulmonary arterial hypertension.
7005276,Acetic Acid Activates the AMP-Activated Protein Kinase Signaling Pathway to Regulate Lipid Metabolism in Bovine Hepatocytes
7011850,Unawareness of hypoglycaemia and inadequate hypoglycaemic counterregulation: no causal relation with diabetic autonomic neuropathy.
